country,name,full_name,symbol,issuer,isin,asset_class,underlying
italy,SG FTSE MIB TR 5x Daily RT 18Jun21,SG Issuer SA ZT FTSE MIB TR 5x Daily Leveraged RT Net-Of-Tax (Lux) Index 18Jun21,LU940045,,,,
italy,SG GOLD X7 SHORT 18Jun21,SG ISSUER ZT GOLD X7 SHORT 18Jun21,LU417000,,,,
italy,Vontobel 7X Short linked to DAX,Vontobel 7X Short linked to DAX,DEVN9AAB,,,,
italy,Vontobel Put VT 5XS XAG 3 18Dec20,Vontobel Put VT 5XS XAG 3 18Dec20,DEVN9ABS,,,,
italy,Vontobel Call VT 7XL Corn 18Dec20,Vontobel Call VT 7XL Corn 18Dec20,DEVN9ACB,,,,
italy,Vontobel 7X Long linked to DAX,Vontobel 7X Long linked to DAX,DEVN9AAA,,,,
italy,Vontobel Put VT 7XS SP 500 18Dec20,Vontobel Put VT 7XS SP 500 18Dec20,DEVN9AA3,,,,
italy,SG 25.06.21 FTSE x5 Short,SG Issuer SA 25.06.21 FTSE x5 Short,LU940053,,,,
italy,Vontobel 7X Long on Coffee 10.74,Vontobel Financial Products GmbH 7X Long Fixed Lever on Coffee 10.74,DEVN9CG5,,,,
italy,BNP Put FTSE MIB Future 17Dec21,BNP PARIBAS ISSUANCE Put Milan Stock Exchange FTSE MIB Index Future 17Dec21,NL266640,,,,
italy,Vontobel Put VT 7XS Coffee 18Dec20,Vontobel Put VT 7XS Coffee 18Dec20,DEVN9AB9,,,,
italy,Vontobel 5X Long Fixed Lever on MIB,Vontobel Financial Products GmbH 5X Long Fixed Lever on MIB,DEVN9AAL,,,,
italy,Uni Put Italia Leva 7 Short 16Oct20,UniCredit Bank AG Put Italia Leva 7 Short 16Oct20,DEHV40B6,,,,
italy,Uni Put Italia Leva 7 Short 15Oct21,UniCredit Bank AG Put Italia Leva 7 Short 15Oct21,DEHV42GD,,,,
italy,SG S&P 500 TR 01Apr21,SG ISSUER ZT S&P 500 TR 01Apr21,LU137671,,,,
italy,SG SLVR X7 SHORT 18Jun21,SG ISSUER ZT SLVR X7 SHORT 18Jun21,LU417077,,,,
italy,BNP Put Eurex DAX Future 15Dec21,BNP PARIBAS ISSUANCE Put Eurex DAX Index Future Continuation 1 15Dec21,NL266642,,,,
italy,Vontobel Put 3X Short Tesla 16Jun23,Vontobel Financial Products GmbH Put 3X Short Index linked to Tesla Motors Inc. 16Jun23,DEVN9D1B,,,,
italy,Uni Call Italia X 7 Long 15Oct21,UniCredit Bank AG Call Italia X 7 Long Index 15Oct21,DEHV41JE,,,,
italy,Bayerische Call ShortDAX x7 22Oct21,Bayerische Hypo-und Vereinsbank AG Call ShortDAX x7 (Total Return) (EUR) Index 22Oct21,DEHV42GC,,,,
italy,Vontobel 7X Short su Cacao,Vontobel Financial Products GmbH Leva Fissa 7X Short su Cacao,DEVN9DZU,,,,
italy,Vontobel Put VT 5XS Nasdaq 199,Vontobel Put VT 5XS Nasdaq 199 18Dec20,DEVN9AA6,,,,
italy,LU2158823141,SG ISSUER ZT GAS X7 LONG 18Jun21,LU019080,,,,
italy,BNP PUT FTSE MIB Future 19Mar21,BNP PARIBAS ISSUANCE PUT Milan Stock Exchange FTSE MIB Index Future 19Mar21,NL266388,,,,
italy,Uni Call Italia X 7 Long 16Oct20,UniCredit Bank AG Call Italia X 7 Long Index 16Oct20,DEHV40B5,,,,
netherlands,BNP Put 44298 NETFLIX INC 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 442.98 USD NETFLIX INC 31Dec99,NL0013282791,,,,
netherlands,BNP Put 5384 COCA COLA CO 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 53.84 USD COCA COLA CO 31Dec99,NL0013281991,,,,
netherlands,BNP Put 708081 NASDAQ-100 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 7080.81 USD NASDAQ-100 31Dec99,NL0013164395,,,,
netherlands,BNP Put 719192 NASDAQ-100 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 7191.92 USD NASDAQ-100 31Dec99,NL0013152515,,,,
netherlands,BNP Put 4290 EUR STOXX 50 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 4290 EUR EURO STOXX 50 31Dec99,NL0011090709,,,,
netherlands,GS Put 4950 EUR STOXX 50 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 4950 EUR EURO STOXX 50 31Dec99,NL0011231071,,,,
netherlands,GS Call 34AIR FRANCE KLM 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 3.4 EUR AIR FRANCE KLM 31Dec99,NL0011240825,,,,
netherlands,GS Call 533ARCELORMITTAL 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 5.33 EUR ARCELORMITTAL 31Dec99,NL0011979356,,,,
netherlands,BNP Put 42183 NETFLIX INC 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 421.83 USD NETFLIX INC 31Dec99,NL0013282783,,,,
netherlands,GS Call 1981394AHOLD DEL 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 19.81394 EUR AHOLD DEL 31Dec99,NL0013132558,,,,
netherlands,BNP Put 18134 NVIDIA CORP 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 181.34 USD NVIDIA CORP 31Dec99,NL0013162688,,,,
netherlands,GS Put 31.13333 EUR APERAM 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 31.13333 EUR APERAM 31Dec99,NL0013180813,,,,
netherlands,GS Call 582242 EUR BAYER AG 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 58.2242 EUR BAYER AG 31Dec99,NL0013228018,,,,
netherlands,GS Call 13809524 Baidu Inc 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 138.09524 USD Baidu Inc 31Dec99,NL0013184633,,,,
netherlands,GS Call 5.05 EUR TOMTOM NV 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 5.05 EUR TOMTOM NV 31Dec99,NL0011040597,,,,
netherlands,GS Put 11.98 EUR TOMTOM NV 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 11.98 EUR TOMTOM NV 31Dec99,NL0011732458,,,,
netherlands,GS Put 1.315 USD EUR / USD 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 1.315 USD EUR / USD 31Dec99,NL0011040993,,,,
netherlands,GS Put 1.17789 USD EUR/USD 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 1.17789 USD EUR/USD 31Dec99,NL0013081672,,,,
netherlands,GS Put 1.17085 USD EUR/USD 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 1.17085 USD EUR/USD 31Dec99,NL0013188832,,,,
netherlands,GS Put 1.16985 USD EUR/USD 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 1.16985 USD EUR/USD 31Dec99,NL0013184922,,,,
netherlands,GS Put 1.15779 USD EUR/USD 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 1.15779 USD EUR/USD 31Dec99,NL0013230766,,,,
netherlands,GS Call 2680 EUR STOXX 50 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 2680 EUR EURO STOXX 50 31Dec99,NL0011602669,,,,
netherlands,GS Put 192 EUR SBM OFFSHORE 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 19.2 EUR SBM OFFSHORE 31Dec99,NL0011230149,,,,
netherlands,GS Call 36 ICE BRENT 07/16 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 36 USD ICE BRENT 07/16 31Dec99,NL0011727763,,,,
netherlands,BNP Put 3106BASIC-FIT NV 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 31.06 EUR BASIC-FIT NV 31Dec99,NL0013281926,,,,
netherlands,BNP Put 2389ARCELORMITTAL 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 23.89 EUR ARCELORMITTAL 31Dec99,NL0013161193,,,,
netherlands,BNP Put 10523Galapagos NV 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 105.23 EUR Galapagos NV 31Dec99,NL0013169063,,,,
netherlands,BNP Put 909 USD QUALCOMM INC 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 90.9 USD QUALCOMM INC 31Dec99,NL0012020440,,,,
netherlands,BNP Put 6498 EUR TAKEAWAYCOM 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 64.98 EUR TAKEAWAY.COM 31Dec99,NL0013282627,,,,
netherlands,GS Put 825946 EUR AKZO NOBEL 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Put 82.5946 EUR AKZO NOBEL 31Dec99,NL0013085319,,,,
netherlands,GS Call 9224 USD GOLD FIXING 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 922.4 USD GOLD FIXING 31Dec99,NL0011417688,,,,
netherlands,GS Call 464 EUR KBC GROEP NV 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 46.4 EUR KBC GROEP NV 31Dec99,NL0011934724,,,,
netherlands,GS Call 452 EUR DAIMLER BENZ 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 45.2 EUR DAIMLER BENZ 31Dec99,NL0011049622,,,,
netherlands,GS Call 357 EUR KBC GROEP NV 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 35.7 EUR KBC GROEP NV 31Dec99,NL0011891346,,,,
netherlands,GS Call 2037208 EUR BOSKALIS 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 20.37208 EUR BOSKALIS 31Dec99,NL0013230428,,,,
netherlands,GS Call 2520 USD S AND P 500 31Dec9,GOLDMAN SACHS & CO WERTP.GMBH Call 2520 USD S AND P 500 31Dec99,NL0013228364,,,,
netherlands,BNP Call KONINKLIJKE WESSAN 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call KONINKLIJKE WESSANEN 31Dec99,NL0013157803,,,,
netherlands,BNP Put 24813 JPY NIKKEI 225 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 24813 JPY NIKKEI 225 31Dec99,NL0013157308,,,,
netherlands,BNP Call 10 USD NYMEX CRUDE 03/16,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 10 USD NYMEX LS CRUDE 03/16 31Dec99,NL0011636956,,,,
netherlands,BNP Put 24292 JPY NIKKEI 225 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 24292 JPY NIKKEI 225 31Dec99,NL0013157290,,,,
netherlands,BNP Put 23771 JPY NIKKEI 225 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 23771 JPY NIKKEI 225 31Dec99,NL0013157282,,,,
netherlands,BNP Put 2945 EUR CORBION NV 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 29.45 EUR CORBION N.V. 31Dec99,NL0013282015,,,,
netherlands,GS Put 901 EUR KBC GROEP NV 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 90.1 EUR KBC GROEP NV 31Dec99,NL0011994009,,,,
netherlands,GS Put 3910857 EUR AALBERTS 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 39.10857 EUR AALBERTS 31Dec99,NL0013084965,,,,
netherlands,GS Put 3601143 EUR AALBERTS 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Put 36.01143 EUR AALBERTS 31Dec99,NL0013190556,,,,
netherlands,BNP Put 6833 EUR TAKEAWAYCOM 31Dec9,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 68.33 EUR TAKEAWAY.COM 31Dec99,NL0013275530,,,,
netherlands,BNP Call Crude Oil 03/19 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call NYMEX LS CRUDE 03/19 31Dec99,NL0013284516,,,,
netherlands,GS Call 86 EUR SBM OFFSHORE 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 8.6 EUR SBM OFFSHORE 31Dec99,NL0011041835,,,,
netherlands,GS Call 465ARCELORMITTAL 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 4.65 EUR ARCELORMITTAL 31Dec99,NL0011926886,,,,
netherlands,BNP Put 280809 USD S&P 500 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Put 2808.09 USD S AND P 500 31Dec99,NL0013164411,,,,
sweden,NBp Call S&P 500 31Dec99,Nordea Bank Abp Call S&P 500 31Dec99,SE0011978634,,,,
sweden,NB ZT 66 SEK ELEKTA B 31Dec99,Nordea Bank AB ZT 66 SEK ELEKTA B 31Dec99,SE0010978080,,,,
sweden,NB ZT 73 SEK Nordea Bank 31Dec99,Nordea Bank AB ZT 73 SEK Nordea Bank 31Dec99,SE0010978189,,,,
sweden,NB ZT 3450 USD S&P 500 31Dec99,Nordea Bank AB ZT 3450 USD S&P 500 31Dec99,SE0010825208,,,,
sweden,NB Call 5550 USD NASDAQ 100 31Dec99,Nordea Bank AB Call 5550 USD NASDAQ 100 31Dec99,SE0010979104,,,,
sweden,NB ZT 69 SEK Stora Enso Oyj 31Dec99,Nordea Bank AB ZT 69 SEK Stora Enso Oyj 31Dec99,SE0010821744,,,,
sweden,NB Call 1270 SEK OMXS30 31Dec99,Nordea Bank AB Call 1270 SEK OMXS30 31Dec99,SE0010140251,,,,
sweden,NB Call 1100 SEK OMXS30 31Dec99,Nordea Bank AB Call 1100 SEK OMXS30 31Dec99,SE0009892888,,,,
sweden,NB Call 1170 SEK OMXS30 31Dec99,Nordea Bank AB Call 1170 SEK OMXS30 31Dec99,SE0010140244,,,,
sweden,NBp Call x12 Brent Oil 314 Dec99,Nordea Bank Abp Call x12 ICE Brent Crude Oil 314 Dec99,SE0011759224,,,,
sweden,NBp Call x18 OMXS30 31Dec99,Nordea Bank Abp Call x18 OMXS30 31Dec99,SE0011761287,,,,
sweden,NBp Call Silver 31Dec99,Nordea Bank Abp Call Silver 31Dec99,SE0011979285,,,,
sweden,NB ZT 47.7 SEK Ericsson ser. B,Nordea Bank AB ZT 47.7 SEK Ericsson ser. B 31Dec99,SE0010829101,,,,
sweden,NBp Call x20 OMXS30 31Dec99,Nordea Bank Abp Call x20 OMXS30 31Dec99,SE0011978659,,,,
sweden,NBp Call 38 SEK Collector 31Dec99,Nordea Bank Abp Call 38 SEK Collector 31Dec99,SE0011424738,,,,
sweden,NBp Call x10 ICE Brent Crude Oil,Nordea Bank Abp Call x10 ICE Brent Crude Oil 31Dec99,SE0011761717,,,,
sweden,NBp Call DAX 31Dec99,Nordea Bank Abp Call DAX 31Dec99,SE0011978675,,,,
sweden,NBp Call x15 ICE Brent Crude Oil,Nordea Bank Abp Call x15 ICE Brent Crude Oil 31Dec99,SE0011979244,,,,
sweden,NBp Call x10 ICE Brent Crude Oil 4,Nordea Bank Abp Call x10 ICE Brent Crude Oil 4 31Dec99,SE0011759240,,,,
sweden,NBp Call 11.6 USD Silver 31Dec99,Nordea Bank Abp Call 11.6 USD Silver 31Dec99,SE0011756543,,,,
sweden,NBp Call Boliden AB 31Dec99,Nordea Bank Abp Call Boliden AB 31Dec99,SE0011423383,,,,
sweden,NB Call 1222 SEK OMXS30 31Dec99,Nordea Bank AB Call 1222 SEK OMXS30 31Dec99,SE0009982739,,,,
sweden,NBp Call x12 ICE Brent Crude Oil,Nordea Bank Abp Call x12 ICE Brent Crude Oil 31Dec99,SE0011975044,,,,
sweden,NB Call 24 SEK Lundin Mining Corp,Nordea Bank AB Call 24 SEK Lundin Mining Corp  31Dec99,SE0009983166,,,,
sweden,NB Call MINI GULD NORDENT 7 31Dec99,Nordea Bank AB Call MINI GULD NORDENT 7 31Dec99,SE0009978984,,,,
sweden,NB Put 1100 NOK OBX International,Nordea Bank AB Put 1100 NOK OBX International 31Dec99,NO0010828502,,,,
sweden,NBp Call 130 SEK Boliden AB 31Dec99,Nordea Bank Abp Call 130 SEK Boliden AB 31Dec99,SE0011424696,,,,
sweden,NBp Call Hennes and Mauritz ser. B,Nordea Bank Abp Call Hennes and Mauritz ser. B 31Dec99,SE0011423425,,,,
sweden,NBp Call SSAB A shares 31Dec99,Nordea Bank Abp Call SSAB A shares 31Dec99,SE0011423664,,,,
sweden,NBp Call Gold 31Dec99,Nordea Bank Abp Call Gold 31Dec99,SE0011979269,,,,
sweden,NBp Call x5 Swedbank 31Dec99,Nordea Bank Abp Call x5 Swedbank 31Dec99,SE0011423581,,,,
sweden,NB Call 6500 EUR DAX 31Dec99,Nordea Bank AB Call 6500 EUR DAX 31Dec99,SE0009892599,,,,
sweden,NB Call 8.3 USD COMEX Silver,Nordea Bank AB Call 8.3 USD COMEX Silver Commodity 31Dec99,SE0009982242,,,,
sweden,NB ZT 2230 SEK OMXS30 31Dec99,Nordea Bank AB ZT 2230 SEK OMXS30 31Dec99,SE0010825729,,,,
sweden,NBp Call 1175 USD Gold 31Dec99,Nordea Bank Abp Call 1175 USD Gold 31Dec99,SE0011759885,,,,
sweden,NB ZT 4140 USD S&P 500 31Dec99,Nordea Bank AB ZT 4140 USD S&P 500 31Dec99,SE0010825190,,,,
sweden,NB ZT 312 SEK Investor B shares,Nordea Bank AB ZT 312 SEK Investor B shares 31Dec99,SE0010978163,,,,
sweden,NB Call Mekonomen 31Dec99,Nordea Bank AB Call Mekonomen 31Dec99,SE0011170307,,,,
sweden,NBp Call x4 Swedbank 31Dec99,Nordea Bank Abp Call x4 Swedbank 31Dec99,SE0011423565,,,,
sweden,NB Call Fingerprint Cards B 31Dec99,Nordea Bank AB Call Fingerprint Cards B 31Dec99,SE0011168244,,,,
sweden,NBp Call 90 SEK Tele2 AB ser. B,Nordea Bank Abp Call 90 SEK Tele2 AB ser. B 31Dec99,SE0011752310,,,,
sweden,NB ZT 237 SEK Volvo AB ser. B,Nordea Bank AB ZT 237 SEK Volvo AB ser. B 31Dec99,SE0010629618,,,,
sweden,NB Put 15800 EUR DAX 31Dec99,Nordea Bank AB Put 15800 EUR DAX 31Dec99,SE0009892755,,,,
sweden,NB Call 42 SEK ELEKTA B 31Dec99,Nordea Bank AB Call 42 SEK ELEKTA B 31Dec99,SE0009983018,,,,
sweden,NB Call MINI GULD NORDENT 14,Nordea Bank AB Call MINI GULD NORDENT 14 31Dec99,SE0009979057,,,,
sweden,NB Put 19000 EUR DAX 31Dec99,Nordea Bank AB Put 19000 EUR DAX 31Dec99,SE0009892730,,,,
sweden,NB Put 960 NOK OBX International,Nordea Bank AB Put 960 NOK OBX International 31Dec99,NO0010828486,,,,
sweden,NBp Call Volvo AB ser. B 31Dec99,Nordea Bank Abp Call Volvo AB ser. B 31Dec99,SE0011423623,,,,
sweden,NBp Call Fingerprint Cards B,Nordea Bank Abp Call Fingerprint Cards B 31Dec99,SE0011978972,,,,
sweden,NBp Call 1320 SEK OMXS30 31Dec99,Nordea Bank Abp Call 1320 SEK OMXS30 31Dec99,SE0011758853,,,,
